Question Report,,,,,
1151,Is specific terminology Waterfall Vs linear important for the test,Ryan Christmas,'-,It's good to know your terminology,Carl Mullin
1152,"Ok so where do we login to submit this? I read the instructions, but it is not very clear",Virginie Morin,'-,"Ok so where do we login to submit this? I read the instructions, but it is not very clear",Virginie Morin
1152,"Ok so where do we login to submit this? I read the instructions, but it is not very clear",Virginie Morin,'-,"you only submit the tracker once, after all sessions have been completed and only if Percipio does not automatically generate your completion certificate. 

Percipio will not generate a certificate if you are absent for any session. 

If Percipio does not generate your certificate, that's where you would want to submit your attendance tracker and obtain your certificate. 

You can find a video + PDF walkthrough that discusses the certificate submission steps on the 'Resources' tab in Percipio or on GitHub. You're looking for the  PMP Bootcamp 5-day and 8-day Attendance Tracker and Certificate Request Process folder.

To submit your attendance tracker should it be required, and only after all sessions have been completed, please see below:
https://certificaterequest.skillsoft.com/",Eian Clair
1153,"how different are the various practice exams? I see there are 3 published, but i want to know if the older practice exams are still very relevant after the overhaul of 2021 revision. You answered by saying using the Precipio ones... yes, but my question is ABOUT those ones",Charles Cornell,'-,"how different are the various practice exams? I see there are 3 published, but i want to know if the older practice exams are still very relevant after the overhaul of 2021 revision. You answered by saying using the Precipio ones... yes, but my question is ABOUT those ones",Charles Cornell
1153,"how different are the various practice exams? I see there are 3 published, but i want to know if the older practice exams are still very relevant after the overhaul of 2021 revision. You answered by saying using the Precipio ones... yes, but my question is ABOUT those ones",Charles Cornell,'-,We recommend using the Skillsoft TestPrep 2021 Update aligned exam. If after using the Skillsoft TestPrep you want to use the CyberVista practice exams you can.,Carl Mullin
1154,do we have to individually confirm our attendance daily or its automatic,Blessing Odeleye,'-,"The Attendance Tracker document should be used by everyone and includes the tables to manually fill in for attendance for each day, all the details on how to fill in your attendance with an example as well as when and where to upload it once you complete the Bootcamp. You can download the attendance tracker file ""PMP Bootcamp 5-Day and 8-Day Attendance Tracker and Certificate Request Process.docx"" from the following location by clicking the file and choosing Download.

https://github.com/Skillsoft-Content/PMP5Day/tree/main/5-Day%20Attendance%20and%20Certificates%20of%20Completion%20Info

If you are a Percipio user looking for the Attendance Tracker under Resources in Percipio it's called ""PMP Bootcamp 5-Day and 8-Day Attendance Tracker and Certificate Request Process"". Please scroll down the list under Resources.",Carl Mullin
1155,What is the cost for the exam?,David Blalock,'-,"$555.00 for non-members, $405.00 for PMI members (in USD).

You can review the exam details on the PMI website:
https://www.pmi.org/certifications/project-management-pmp",Eian Clair
1156,"I found the information, Sir. Thank you.",Melanie Tye,'-,"I found the information, Sir. Thank you.",Melanie Tye
1156,"I found the information, Sir. Thank you.",Melanie Tye,'-,"You're welcome, Melanie!",Eian Clair
1157,do we get any Exam practice questions and answers,Vinoth Janarthanam,'-,do we get any Exam practice questions and answers,Vinoth Janarthanam
1157,do we get any Exam practice questions and answers,Vinoth Janarthanam,'-,live answered,Orlando Sequera
1158,where do we take the practice exams?,Caleb Legis,'-,where do we take the practice exams?,Caleb Legis
1158,where do we take the practice exams?,Caleb Legis,'-,live answered,Orlando Sequera
1159,Can you briefly touch on Program Management Certifications?,David Haugh,'-,PMI has the PgMP in place but this topic is out of scope for this class. I wold recommend to check PMI's website.,Orlando Sequera
1160,"What defines ""passing"" on the exam?  60%?  70%?",Matthew Braswell,'-,In TesPrep (Simulator) is 80% but this is just an indicator. For the actual exam is either Pass or Fail.,Orlando Sequera
1161,Where or how do you submit the attendance tracker?,Vinoth Janarthanam,'-,Where or how do you submit the attendance tracker?,Vinoth Janarthanam
1161,Where or how do you submit the attendance tracker?,Vinoth Janarthanam,'-,"you only submit the tracker once, after all sessions have been completed and only if Percipio does not automatically generate your completion certificate. 

Percipio will not generate a certificate if you are absent for any session. 

If Percipio does not generate your certificate, that's where you would want to submit your attendance tracker and obtain your certificate. 

You can find a video + PDF walkthrough that discusses the certificate submission steps on the 'Resources' tab in Percipio or on GitHub. You're looking for the  PMP Bootcamp 5-day and 8-day Attendance Tracker and Certificate Request Process folder.

To submit your attendance tracker should it be required, and only after all sessions have been completed, please see below:
https://certificaterequest.skillsoft.com/",Eian Clair
1162,Will you cover MS project use in this session,abhijeet.guru,'-,No,Carl Mullin
1163,"If your job role is not titled ""Project Management"" but your role does include PM work does this count towards experience?",Caren Tong,'-,,
1164,DO WE NEED TO PURCHASE ADDITIONAL RESOUSCES TO PREPARE FOR EXAM?,Ajay Dalal,'-,DO WE NEED TO PURCHASE ADDITIONAL RESOUSCES TO PREPARE FOR EXAM?,Ajay Dalal
1164,DO WE NEED TO PURCHASE ADDITIONAL RESOUSCES TO PREPARE FOR EXAM?,Ajay Dalal,'-,No. You have all you need within Percipio / Github.,Orlando Sequera
1165,I cant download the attendance tracker.  None of the links provided work.  Where else can I go to download it?,Doug Stricklin,'-,I cant download the attendance tracker.  None of the links provided work.  Where else can I go to download it?,Doug Stricklin
1165,I cant download the attendance tracker.  None of the links provided work.  Where else can I go to download it?,Doug Stricklin,'-,"The third and final method of access will be SharePoint, should the other options fail. 


You can access the files on SharePoint by visiting the following link: 
https://skillsoft.sharepoint.com/:f:/s/LiveBootcamp/ErLC56zoyExNvrM2WJZ0rYwBQfEdOm0Np2JIYgIMlBSKOw",Eian Clair
1166,test papers Link ??,Mukuram Raj,'-,test papers Link ??,Mukuram Raj
1166,test papers Link ??,Mukuram Raj,'-,"If you are a Percipio user, please follow these steps.

Step 1. Open a new browser tab and log into Percipio (link provided by your company)
Step 2. Select Library > Showcase > Skillsoft Bootcamps
Step 3. Choose Project Management Bootcamps
Step 4. Select the Project Management Professional (PMP) ATP Bootcamp: 5 Day Cohort channel
Step 5. Select the Practice tab and access the Skillsoft TestPrep: Project Management Professional (PMP) 2021 Update Aligned. Might be necessary to allow Pop Up Windows in order to use the Test Prep

For non-Percipio users try locating the TestPrep exam by searching your training site using the following title or ID.

Title: TestPrep: Project Management Professional (PMP) 2021 Update Aligned
ID: pm_pmp21_a01_tp_enus",Carl Mullin
1167,Thanks!,Lydia Steward-Smith,'-,Thanks!,Lydia Steward-Smith
1168,Task vs Project ,Fahad Munir,'-,Task vs Project ,Fahad Munir
1168,Task vs Project ,Fahad Munir,'-,This will be covered in Scope.,Orlando Sequera
1169,If our Agency doesn't use Percipio can we still access the test preps?,DeShelia Hall,'-,"If your company's learning platform is integrated iwth Percipio, then yes. 

To find out, try searching for the TestPrep name listed below in your learning platform:

PMP7ED : Project Management Professional (PMP), Seventh Edition | Practice Test",Eian Clair
1170,"Is the learners kit a requirement, or is this an optional resource? ",Shannon Rice,'-,"Is the learners kit a requirement, or is this an optional resource? ",Shannon Rice
1170,"Is the learners kit a requirement, or is this an optional resource? ",Shannon Rice,'-,It is a requirement if your goal is to take the PMP exam.,Orlando Sequera
1171,How can we utilize the practice exams in Percipio if we don't have an account. Do we have to pay for it,Amy Sullivan,'-,How can we utilize the practice exams in Percipio if we don't have an account. Do we have to pay for it,Amy Sullivan
